idx,순위,마번,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,father,mother,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률
146,9,11,강한여전사,한,암,4세,55,조상범,462,463.1,41.2,국6등급,1200M,20210424,2014-06-05,1260549787,154395000,0,1,0,10,1,0.1,59,99,103,1247,261,0.2093
147,11,12,강한여전사,한,암,4세,55,하정훈,468(1),172.8,31.7,국6등급,1200M,20210410,2015-06-18,1260549787,154395000,0,1,0,9,1,0.1111,59,85,93,1319,237,0.1797
148,9,11,강한여전사,한,암,4세,55,하정훈,467,454.1,64.3,국6등급,1200M,20210307,2015-06-18,1260549787,154395000,0,1,0,8,1,0.125,58,85,93,1296,236,0.1821
149,9,4,강한여전사,한,암,3세,54,조상범,471,6.9,1.8,국6등급,1200M,20201122,2014-06-05,1260549787,154395000,0,1,0,7,1,0.1429,54,91,97,1105,242,0.219
150,7,6,강한퀸,한,암,2세,53,이용호,478(13),167.7,35.6,국6등급,1000M,20220828,2015-06-17,968789388,276580000,0,0,1,1,1,1,61,68,82,1006,211,0.2097
151,10,3,강화처녀,한,암,4세,52,박태종,421(-14),16.2,3,국5등급,1400M,20210919,1987-04-01,656707008,62770000,0,2,2,13,4,0.3077,2158,1996,1691,14853,5845,0.3935
152,9,11,강화처녀,한,암,4세,52,이철경,435(1),9999.9,34.9,국5등급,1400M,20210822,2016-06-18,656707008,62770000,0,2,2,12,4,0.3333,76,89,81,996,246,0.247
153,5,2,강화처녀,한,암,4세,52.5,이철경,434(-11),31.9,2.5,국5등급,1400M,20210718,2016-06-18,656707008,62770000,0,2,2,11,4,0.3636,73,88,81,979,242,0.2472
154,5,3,강화처녀,한,암,4세,52,이철경,445(8),24.8,4.9,국5등급,1700M,20210613,2016-06-18,656707008,62770000,0,2,2,10,4,0.4,72,84,80,960,236,0.2458
155,2,3,강화처녀,한,암,4세,54,이철경,437(8),34.5,10.1,국6등급,1300M,20210502,2016-06-18,656707008,62770000,0,1,2,9,3,0.3333,69,78,76,914,223,0.244
156,5,2,강화처녀,한,암,4세,54,문성혁,429,11.4,3.3,국6등급,1300M,20210321,2018-06-15,656707008,62770000,0,1,2,8,3,0.375,41,42,47,541,130,0.2403
157,2,8,강화처녀,한,암,4세,55,이철경,432,9999.9,9999.9,국6등급,1400M,20210108,2016-06-18,656707008,62770000,0,0,2,7,2,0.2857,64,72,70,852,206,0.2418
158,3,3,강화처녀,한,암,3세,54,이철경,433(4),10.4,1.5,국6등급,1300M,20201121,2016-06-18,656707008,62770000,0,0,1,6,1,0.1667,63,71,66,816,200,0.2451
159,7,4,강화총각,한,수,6세,56,문성혁,434(4),178.3,20,국4등급,1400M,20210808,2018-06-15,3588156497,163259200,2,4,7,30,13,0.4333,58,52,53,659,163,0.2473
160,13,6,강화총각,한,수,6세,53.5,김아현,430,60.5,7.7,국4등급,1400M,20210612,2020-07-17,3588156497,163259200,2,4,7,29,13,0.4483,7,16,15,233,38,0.1631
161,8,10,강화총각,한,수,6세,58,이철경,439(3),63.6,7.4,국4등급,1700M,20210502,2016-06-18,3588156497,163259200,2,4,7,28,13,0.4643,69,79,76,915,224,0.2448
162,8,3,강화총각,한,수,6세,56,문성혁,436,59.1,11,국4등급,1800M,20210328,2018-06-15,3588156497,163259200,2,4,7,27,13,0.4815,41,42,47,546,130,0.2381
163,11,1,강화총각,한,수,6세,*52,이철경,438(10),12.6,9999.9,국3등급,1800M,20210205,2016-06-18,3588156497,163259200,2,4,7,26,13,0.5,64,75,73,872,212,0.2431
164,8,6,강화총각,한,수,5세,57,이철경,428,21,3.8,국4등급,1400M,20201108,2016-06-18,3588156497,163259200,2,4,7,25,13,0.52,62,71,65,806,198,0.2457
165,9,6,개나리송,한,거,6세,*52,김정준,515,73.4,7.9,1등급,1200M,20220220,2010-06-09,319207788,45174821,8,2,0,18,10,0.5556,176,218,225,2837,619,0.2182
166,6,11,개나리송,한,거,5세,*52,빅투아르,522,15.7,5.4,1등급,1400M,20211205,2017-07-05,319207788,45174821,8,2,0,17,10,0.5882,166,176,178,1628,520,0.3194
167,11,4,개나리송,한,거,5세,57,최범현,525(3),113.5,28.9,혼OPEN,1200M,20211024,2001-07-06,319207788,45174821,8,2,0,16,10,0.625,844,793,711,6744,2348,0.3482
168,4,6,개나리송,한,거,5세,*52,먼로,522(9),9999.9,9999.9,1등급,1200M,20210829,2019-02-01,319207788,45174821,8,2,0,15,10,0.6667,95,109,95,831,299,0.3598
169,9,12,개나리송,한,거,5세,*52,조상범,513,12.6,1.6,1등급,1200M,20210725,2014-06-05,319207788,45174821,8,2,0,14,10,0.7143,61,106,112,1350,279,0.2067
170,1,13,개나리송,한,거,5세,*52,조상범,519(4),29.7,3.4,1등급,1200M,20210516,2014-06-05,319207788,45174821,7,2,0,13,9,0.6923,59,100,106,1274,265,0.208
171,9,6,개나리송,한,거,5세,*52,유승완,515(-13),13.8,5.2,1등급,1200M,20210328,2007-06-01,319207788,45174821,7,2,0,12,9,0.75,379,335,400,4389,1114,0.2538
172,1,10,개나리송,한,거,5세,56,문세영,528(2),9999.9,9999.9,2등급,1400M,20210108,2001-07-06,319207788,45174821,6,2,0,11,8,0.7273,1651,1258,963,8012,3872,0.4833
173,8,7,갤럭시로드,한,수,3세,57,이성재,480,19.6,3.7,국OPEN,2000M,20211212,2008-05-14,971576822,135416268,5,4,0,14,9,0.6429,326,326,394,4177,1046,0.2504
174,7,2,갤럽컬린,미,거,6세,54,다비드,515(4),14.6,3.5,1등급,1800M,20220828,2017-12-01,12217479066,0,5,2,4,23,11,0.4783,133,154,150,1704,437,0.2565
175,3,5,갤럽컬린,미,거,6세,54,다비드,511(0),18.8,4.3,1등급,1800M,20220710,2017-12-01,12217479066,0,5,2,3,22,10,0.4545,129,151,145,1669,425,0.2546
176,8,7,갤럽컬린,미,거,6세,*52,다비드,511,11.5,5.8,1등급,1400M,20220612,2017-12-01,12217479066,0,5,2,3,21,10,0.4762,128,149,143,1654,420,0.2539
177,4,5,갤럽컬린,미,거,6세,*52,다비드,515(9),131.7,8,1등급,2000M,20220327,2017-12-01,12217479066,0,5,2,3,20,10,0.5,121,144,136,1587,401,0.2527
178,8,10,갤럽컬린,미,거,6세,51,다비드,506,18.4,3.2,1등급,1800M,20220213,2017-12-01,12217479066,0,5,2,3,19,10,0.5263,116,138,131,1535,385,0.2508
179,14,2,갤럽컬린,미,거,5세,57,정정희,513,178.4,29.8,혼OPEN,2300M,20211226,2014-06-05,12217479066,0,5,2,3,18,10,0.5556,85,98,111,1577,294,0.1864
180,1,3,갤럽컬린,미,거,5세,56,다비드,519(9),42.3,7.1,2등급,1800M,20211204,2017-12-01,12217479066,0,4,2,3,17,9,0.5294,114,133,126,1499,373,0.2488
181,9,12,갤럽컬린,미,거,5세,55.5,박태종,510(10),9999.9,9999.9,2등급,1400M,20210821,1987-04-01,12217479066,0,4,2,3,16,9,0.5625,2153,1994,1687,14826,5834,0.3935
182,5,10,갤럽컬린,미,거,5세,54,임다빈,500,5.7,1.8,2등급,1400M,20210626,2020-07-17,12217479066,0,4,2,3,15,9,0.6,26,21,27,292,74,0.2534
183,3,11,갤럽컬린,미,거,5세,54,박태종,504,7.6,3.5,2등급,1800M,20210509,1987-04-01,12217479066,0,4,2,2,14,8,0.5714,2150,1988,1682,14803,5820,0.3932
184,5,3,갤럽컬린,미,거,5세,54,이혁,506,5.5,1.5,2등급,1400M,20210404,2011-08-24,12217479066,0,4,2,2,13,8,0.6154,337,305,312,3887,954,0.2454
185,6,13,갤럽컬린,미,거,5세,54,박태종,508,3.6,1.4,2등급,1400M,20210221,1987-04-01,12217479066,0,4,2,2,12,8,0.6667,2140,1983,1672,14716,5795,0.3938
186,1,3,갤럽컬린,미,거,4세,55,박태종,517(6),9999.9,9999.9,2등급,1400M,20201219,1987-04-01,12217479066,0,3,2,2,11,7,0.6364,2138,1981,1669,14681,5788,0.3943
187,6,14,갤럽컬린,미,거,4세,55,김용근,511(6),14.8,3.4,2등급,1800M,20201101,2005-05-04,12217479066,0,3,2,2,10,7,0.7,745,619,534,4712,1898,0.4028
188,10,1,거문,한,암,3세,54,김용근,485(6),49.4,7.8,국6등급,1200M,20220213,2005-05-04,1207357020,1000000,0,0,0,2,0,0,803,669,580,5154,2052,0.3981
189,12,4,거문,한,암,3세,54,조상범,479,8.1,2,국6등급,1000M,20220109,2014-06-05,1207357020,1000000,0,0,0,1,0,0,62,121,122,1500,305,0.2033
190,6,12,거문,한,암,2세,53,김용근,482(11),25.1,4.9,국6등급,1000M,20211023,2005-05-04,1207357020,1000000,0,0,0,0,0,0,792,656,564,5023,2012,0.4006
191,12,8,거미손,뉴,수,4세,55,조상범,529(9),12.5,9999.9,혼4등급,1700M,20210108,2014-06-05,1903768916,5545785,0,1,0,6,1,0.1667,55,93,98,1145,246,0.2148
192,10,8,거미손,뉴,수,3세,51,김아현,520(-16),75.5,10.3,혼4등급,1200M,20201115,2020-07-17,1903768916,5545785,0,1,0,5,1,0.2,3,7,6,92,16,0.1739
193,14,11,거미손,뉴,수,3세,55,정평수,536(6),24.8,4,혼4등급,1200M,20201016,1965-04-16,1903768916,5545785,0,1,0,4,1,0.25,284,376,415,4821,1075,0.223
194,14,1,거버넌스,한,암,4세,55,먼로,453(1),53.5,11.2,국6등급,1400M,20210314,2019-02-01,1260549787,0,0,0,0,5,0,0,79,93,82,690,254,0.3681
195,12,9,거버넌스,한,암,3세,54,김정준,452(6),176.7,11.6,국6등급,1200M,20201121,2010-06-09,1260549787,0,0,0,0,4,0,0,141,188,187,2425,516,0.2128
196,5,4,거센강자,한,암,3세,54,임다빈,467(8),5.5,1.5,국6등급,1200M,20220709,2020-07-17,1283774142,367118855,0,0,0,3,0,0,55,57,59,742,171,0.2305
197,4,9,거센강자,한,암,3세,54,임다빈,459,44.7,10.4,국6등급,1200M,20220611,2020-07-17,1283774142,367118855,0,0,0,2,0,0,51,56,56,712,163,0.2289
198,12,7,거센강자,한,암,3세,54,이용호,461,97.8,14.4,국6등급,1200M,20220226,2015-06-17,1283774142,367118855,0,0,0,1,0,0,52,65,71,887,188,0.212
199,12,1,거센광풍,한,수,3세,56,이용호,488(14),190.3,66.2,국6등급,1300M,20220626,2015-06-17,1207357020,197913668,0,0,0,7,0,0,60,68,80,979,208,0.2125
200,8,8,거센광풍,한,수,3세,56,이용호,474(4),122.4,25.3,국6등급,1300M,20220501,2015-06-17,1207357020,197913668,0,0,0,6,0,0,55,67,78,941,200,0.2125
201,6,9,거센광풍,한,수,3세,56,이용호,470,47.9,4.5,국6등급,1200M,20220402,2015-06-17,1207357020,197913668,0,0,0,5,0,0,53,66,75,914,194,0.2123
202,10,8,거센광풍,한,수,3세,56,이용호,478(6),191.8,72.8,국6등급,1300M,20220312,2015-06-17,1207357020,197913668,0,0,0,4,0,0,53,65,74,899,192,0.2136
203,11,4,거센광풍,한,수,3세,56,김동수,472,110.2,33.3,국6등급,1200M,20220212,2014-06-05,1207357020,197913668,0,0,0,3,0,0,263,283,303,2926,849,0.2902
204,12,2,거센광풍,한,수,3세,56,박상우,482(10),84.4,22,국6등급,1200M,20220115,2009-06-01,1207357020,197913668,0,0,0,2,0,0,91,145,152,2425,388,0.16
205,7,2,거센광풍,한,수,2세,55,김동수,472(-14),294.2,57.6,국6등급,1000M,20211120,2014-06-05,1207357020,197913668,0,0,0,1,0,0,260,280,303,2881,843,0.2926
206,12,11,거센광풍,한,수,2세,55,장추열,486(4),374.6,40.8,국6등급,1000M,20211024,2010-06-09,1207357020,197913668,0,0,0,0,0,0,315,328,348,3202,991,0.3095
207,11,11,거센기상,한,암,4세,54.5,먼로,482,32.4,6.7,국6등급,1200M,20220129,2019-02-01,678570454,0,0,0,0,4,0,0,114,131,110,999,355,0.3554
208,11,7,거센기상,한,암,4세,54.5,먼로,484,15.8,4,국6등급,1300M,20220115,2019-02-01,678570454,0,0,0,0,3,0,0,112,130,108,977,350,0.3582
209,6,5,거센기상,한,암,3세,54,먼로,494(14),9.7,3,국6등급,1200M,20211024,2019-02-01,678570454,0,0,0,0,2,0,0,104,119,102,890,325,0.3652
210,5,1,거센기상,한,암,3세,54,먼로,480,5.6,2.8,국6등급,1200M,20210815,2019-02-01,678570454,0,0,0,0,1,0,0,94,106,94,813,294,0.3616
211,5,10,거센기상,한,암,3세,54,먼로,484,9.4,2.6,국6등급,1200M,20210710,2019-02-01,678570454,0,0,0,0,0,0,0,90,103,91,783,284,0.3627
212,2,9,거센돌풍,한,수,4세,52,문정균,457,7,2.1,국4등급,1200M,20220924,1998-06-15,1283774142,136922833,3,0,3,16,6,0.375,447,539,550,6546,1536,0.2346
213,3,10,거센돌풍,한,수,4세,*52,문정균,466,49.6,7.2,국4등급,1200M,20220828,1998-06-15,1283774142,136922833,3,0,2,15,5,0.3333,447,539,549,6538,1535,0.2348
214,7,9,거센돌풍,한,수,4세,*52,문정균,468,11.3,3.1,혼4등급,1400M,20220724,1998-06-15,1283774142,136922833,3,0,2,14,5,0.3571,447,538,549,6519,1534,0.2353
215,4,9,거센돌풍,한,수,4세,*52,문정균,474(4),30.6,12,국4등급,1400M,20220626,1998-06-15,1283774142,136922833,3,0,2,13,5,0.3846,447,537,548,6507,1532,0.2354
216,12,3,거센돌풍,한,수,4세,56,김동수,470,47.6,11.6,국4등급,1200M,20220522,2014-06-05,1283774142,136922833,3,0,2,12,5,0.4167,270,292,317,3010,879,0.292
217,8,5,거센돌풍,한,수,4세,52.5,문정균,475,8.7,2.1,국4등급,1200M,20220409,1998-06-15,1283774142,136922833,3,0,2,11,5,0.4545,444,536,544,6466,1524,0.2357
218,9,1,거센돌풍,한,수,4세,52,조한별,482(4),19.2,4,국4등급,1400M,20220108,2013-06-01,1283774142,136922833,3,0,2,10,5,0.5,57,106,110,1630,273,0.1675
219,1,3,거센돌풍,한,수,3세,55,김동수,478(4),2.5,1.4,국5등급,1200M,20211204,2014-06-05,1283774142,136922833,2,0,2,9,4,0.4444,262,280,303,2896,845,0.2918
220,1,3,거센돌풍,한,수,3세,56,김동수,474(3),5.6,2,국6등급,1300M,20211107,2014-06-05,1283774142,136922833,1,0,2,8,3,0.375,259,277,302,2870,838,0.292
221,3,6,거센돌풍,한,수,3세,56,김동수,471,9.6,2.3,국6등급,1200M,20210912,2014-06-05,1283774142,136922833,1,0,1,7,2,0.2857,258,275,297,2837,830,0.2926
222,5,1,거센돌풍,한,수,3세,56,문정균,476(8),3.1,2.6,국6등급,1200M,20210808,1998-06-15,1283774142,136922833,1,0,1,6,2,0.3333,443,532,539,6360,1514,0.2381
223,3,1,거센돌풍,한,수,3세,56,문정균,468(3),3.9,2.7,국6등급,1200M,20210530,1998-06-15,1283774142,136922833,1,0,0,5,1,0.2,442,530,536,6321,1508,0.2386
224,8,8,거센돌풍,한,수,3세,57,문정균,465(0),12.8,2.6,국6등급,1200M,20210410,1998-06-15,1283774142,136922833,1,0,0,4,1,0.25,442,529,535,6275,1506,0.24
225,6,6,거센돌풍,한,수,3세,56.5,이혁,465(5),5.8,1.3,국6등급,1200M,20210221,2011-08-24,1283774142,136922833,1,0,0,3,1,0.3333,333,300,306,3837,939,0.2447
226,4,8,거센돌풍,한,수,2세,55,이혁,460(10),2.6,1.1,국6등급,1000M,20201122,2011-08-24,1283774142,136922833,1,0,0,2,1,0.5,324,294,300,3763,918,0.244
227,12,2,거센불패,미,거,3세,51,김아현,466(2),263.4,34.7,혼4등급,1400M,20211010,2020-07-17,2015864269,0,0,1,0,6,1,0.1667,8,24,19,325,51,0.1569
228,12,1,거센불패,미,거,3세,54,유승완,464(4),9999.9,1,혼4등급,1700M,20210815,2007-06-01,2015864269,0,0,1,0,5,1,0.2,388,343,411,4511,1142,0.2532
229,9,1,거센불패,미,거,3세,52.5,유승완,460,29,4.1,혼4등급,1200M,20210710,2007-06-01,2015864269,0,0,1,0,4,1,0.25,385,338,407,4467,1130,0.253
230,11,6,거센불패,미,거,3세,53,유승완,464,54.3,4,혼4등급,1200M,20210529,2007-06-01,2015864269,0,0,1,0,3,1,0.3333,382,336,404,4427,1122,0.2534
231,12,7,거센불패,미,거,3세,53.5,안토니오,465,11.4,3.8,혼4등급,1200M,20210417,2017-05-06,2015864269,0,0,1,0,2,1,0.5,225,199,159,1630,583,0.3577
232,8,4,거센불패,미,거,3세,53,이용호,472(9),6.2,2.2,혼4등급,1200M,20210314,2015-06-17,2015864269,0,0,1,0,1,1,1,44,54,55,641,153,0.2387
233,2,2,거센불패,미,거,3세,53.5,박을운,463,1.6,9999.9,혼4등급,1200M,20210115,1998-06-15,2015864269,0,0,0,0,0,0,0,410,398,348,3425,1156,0.3375
234,11,1,거센질주,한,암,4세,*52,이용호,484,9999.9,9999.9,2등급,1200M,20210904,2015-06-17,1283774142,0,5,1,1,14,7,0.5,44,58,64,741,166,0.224
235,7,7,거센질주,한,암,4세,*52,김동수,493(7),122.7,3.4,2등급,1400M,20210717,2014-06-05,1283774142,0,5,1,1,13,7,0.5385,253,270,294,2788,817,0.293
236,13,8,거센질주,한,암,4세,*52,김동수,486(0),9.3,2.8,2등급,1800M,20210529,2014-06-05,1283774142,0,5,1,1,12,7,0.5833,251,267,290,2743,808,0.2946
237,5,9,거센질주,한,암,4세,51,김동수,486(6),40.6,20.6,2등급,1800M,20210328,2014-06-05,1283774142,0,5,1,1,11,7,0.6364,248,264,285,2690,797,0.2963
238,8,5,거센질주,한,암,4세,*52,박을운,480(4),9.9,2.4,2등급,1200M,20210129,1998-06-15,1283774142,0,5,1,1,10,7,0.7,410,400,348,3430,1158,0.3376
239,14,7,거센질주,한,암,3세,55,박을운,476,11.6,6.9,국OPEN,1400M,20201206,1998-06-15,1283774142,0,5,1,1,9,7,0.7778,409,394,344,3403,1147,0.3371
240,4,1,거센질주,한,암,3세,*52,박을운,478,3.3,1.4,2등급,1200M,20201108,1998-06-15,1283774142,0,5,1,1,8,7,0.875,408,391,339,3375,1138,0.3372
241,11,3,거센질풍,한,수,3세,56,박을운,499(0),8,2.3,국6등급,1400M,20211023,1998-06-15,2106636213,105087213,0,1,1,8,2,0.25,431,417,364,3641,1212,0.3329
242,12,12,거센질풍,한,수,3세,56,유승완,499,4.7,1.8,국6등급,1400M,20210724,2007-06-01,2106636213,105087213,0,1,1,7,2,0.2857,386,341,408,4484,1135,0.2531
243,3,7,거센질풍,한,수,3세,56,유승완,505(7),5.2,1.8,국6등급,1400M,20210626,2007-06-01,2106636213,105087213,0,1,0,6,1,0.1667,384,338,405,4457,1127,0.2529
244,6,5,거센질풍,한,수,3세,56,안토니오,498(3),16.9,3.1,국6등급,1300M,20210529,2017-05-06,2106636213,105087213,0,1,0,5,1,0.2,233,208,163,1677,604,0.3602
245,5,5,거센질풍,한,수,3세,57,안토니오,495(1),16.3,2.3,국6등급,1200M,20210425,2017-05-06,2106636213,105087213,0,1,0,4,1,0.25,227,203,160,1643,590,0.3591
246,8,7,거센질풍,한,수,3세,56.5,안토니오,494(7),12.5,2.1,국6등급,1300M,20210321,2017-05-06,2106636213,105087213,0,1,0,3,1,0.3333,222,198,153,1607,573,0.3566
247,12,8,거센질풍,한,수,3세,56.5,박을운,487,9999.9,3.2,국6등급,1400M,20210129,1998-06-15,2106636213,105087213,0,1,0,2,1,0.5,410,401,348,3433,1159,0.3376
248,2,11,거센질풍,한,수,2세,55,박을운,492(7),8.4,3.7,국6등급,1200M,20201212,1998-06-15,2106636213,105087213,0,0,0,1,0,0,410,395,344,3408,1149,0.3371
249,13,11,거센질풍,한,수,2세,55,박을운,485(5),13.6,6.7,국6등급,1200M,20201023,1998-06-15,2106636213,105087213,0,0,0,0,0,0,407,390,338,3360,1135,0.3378
250,7,5,거센챔프,한,수,2세,55,장추열,498(14),13.5,3.1,국6등급,1200M,20220904,2010-06-09,1438879284,0,0,0,0,0,0,0,359,379,389,3587,1127,0.3142
251,10,1,거센파워,한,수,3세,55,먼로,485,11.5,3.9,국5등급,1200M,20211219,2019-02-01,1283774142,40989016,1,1,1,12,3,0.25,109,126,108,954,343,0.3595
252,9,1,거센파워,한,수,3세,54.5,먼로,491(8),10.3,3.1,국5등급,1200M,20211121,2019-02-01,1283774142,40989016,1,1,1,11,3,0.2727,106,124,105,923,335,0.3629
253,12,12,거센파워,한,수,3세,54,임다빈,483,38.9,3.8,국5등급,1200M,20211031,2020-07-17,1283774142,40989016,1,1,1,10,3,0.3,33,31,36,426,100,0.2347
254,4,2,거센파워,한,수,3세,55.5,먼로,484(4),4,1.4,국5등급,1200M,20211003,2019-02-01,1283774142,40989016,1,1,1,9,3,0.3333,101,115,98,865,314,0.363
255,1,6,거센파워,한,수,3세,54,임다빈,480(7),9.9,2.4,국6등급,1200M,20210904,2020-07-17,1283774142,40989016,0,1,1,8,2,0.25,31,29,32,379,92,0.2427
256,2,2,거센파워,한,수,3세,54,임다빈,473(9),65.2,1.7,국6등급,1200M,20210815,2020-07-17,1283774142,40989016,0,0,1,7,1,0.1429,30,28,31,356,89,0.25
257,5,10,거센파워,한,수,3세,56,우에다,464(-13),72.3,11.5,국6등급,1200M,20210711,2020-04-01,1283774142,40989016,0,0,1,6,1,0.1667,13,11,17,253,41,0.1621
258,9,4,거센파워,한,수,3세,56,장추열,477(5),6.9,2.8,국6등급,1200M,20210619,2010-06-09,1283774142,40989016,0,0,1,5,1,0.2,296,313,333,3080,942,0.3058
259,3,7,거센파워,한,수,3세,56,장추열,472,10.1,2.2,국6등급,1200M,20210516,2010-06-09,1283774142,40989016,0,0,0,4,0,0,292,312,329,3045,933,0.3064
260,10,3,거센파워,한,수,3세,57,유승완,479(2),90.4,12.5,국6등급,1300M,20210403,2007-06-01,1283774142,40989016,0,0,0,3,0,0,379,335,400,4398,1114,0.2533
261,7,6,거센파워,한,수,3세,56.5,함완식,477,9999.9,5.6,국6등급,1200M,20210129,1998-06-15,1283774142,40989016,0,0,0,2,0,0,737,748,678,5853,2163,0.3696
262,4,7,거센파워,한,수,2세,55,함완식,482(5),4,9999.9,국6등급,1200M,20201212,1998-06-15,1283774142,40989016,0,0,0,1,0,0,733,746,676,5827,2155,0.3698
263,7,8,거센파워,한,수,2세,55,함완식,477,15.6,17.3,국6등급,1200M,20201023,1998-06-15,1283774142,40989016,0,0,0,0,0,0,729,741,672,5778,2142,0.3707
264,2,4,건곤일척,한,수,3세,57,빅투아르,473(8),5.6,2.3,국5등급,1400M,20220924,2017-07-05,516303606,113500000,1,0,2,9,3,0.3333,198,204,201,1834,603,0.3288
265,1,3,건곤일척,한,수,3세,56,빅투아르,465(0),3.5,1.4,국6등급,1300M,20220813,2017-07-05,516303606,113500000,0,0,2,8,2,0.25,191,202,201,1808,594,0.3285
266,5,6,건곤일척,한,수,3세,56,빅투아르,465(3),4,1.5,국6등급,1200M,20220717,2017-07-05,516303606,113500000,0,0,2,7,2,0.2857,190,201,201,1801,592,0.3287
267,5,1,건곤일척,한,수,3세,56,안토니오,462(0),3,1.4,국6등급,1300M,20220514,2017-05-06,516303606,113500000,0,0,2,6,2,0.3333,277,255,202,1988,734,0.3692
268,3,4,건곤일척,한,수,3세,56,안토니오,462(0),3,1.4,국6등급,1300M,20220416,2017-05-06,516303606,113500000,0,0,1,5,1,0.2,272,254,197,1965,723,0.3679
269,3,6,건곤일척,한,수,3세,56,이현종,462,8.4,1.6,국6등급,1200M,20220320,2015-06-18,516303606,113500000,0,0,0,4,0,0,186,157,183,1566,526,0.3359
270,8,14,건곤일척,한,수,3세,56,이철경,466,59.8,11.1,국6등급,1200M,20220220,2016-06-18,516303606,113500000,0,0,0,3,0,0,86,96,89,1109,271,0.2444
271,11,6,건곤일척,한,수,2세,55,문성혁,469(-12),8.1,2.6,국6등급,1200M,20211225,2018-06-15,516303606,113500000,0,0,0,2,0,0,71,61,66,769,198,0.2575
272,4,2,건곤일척,한,수,2세,55,문성혁,481(4),8.2,2.5,국6등급,1000M,20211127,2018-06-15,516303606,113500000,0,0,0,1,0,0,66,59,64,736,189,0.2568
273,3,12,걸작드림,한,암,3세,51,김태희,472(18),68,9.7,국5등급,1200M,20220924,2021-07-14,2106636213,244065000,0,2,2,7,4,0.5714,27,26,32,294,85,0.2891
274,10,2,걸작드림,한,암,3세,52,다비드,454,21.7,6,국5등급,1200M,20220723,2017-12-01,2106636213,244065000,0,2,2,6,4,0.6667,130,151,146,1671,427,0.2555
275,2,4,걸작드림,한,암,3세,54,안토니오,457(12),1.3,1.1,국6등급,1200M,20220219,2017-05-06,2106636213,244065000,0,1,2,5,3,0.6,263,251,192,1914,706,0.3689
276,2,8,걸작드림,한,암,3세,54,이현종,445(-23),5.4,2,국6등급,1200M,20220108,2015-06-18,2106636213,244065000,0,0,2,4,2,0.5,182,150,169,1464,501,0.3422
277,3,7,걸작드림,한,암,2세,53,다비드,468(13),24.2,4.3,국6등급,1000M,20211205,2017-12-01,2106636213,244065000,0,0,1,3,1,0.3333,115,133,126,1500,374,0.2493
